LotArea,TotalBsmtSF,GrLivArea,GarageArea,PoolArea,OverallCond,Utilities,SalePrice
7388,1063,1327,624,0,6,AllPub,150750
2001,546,1092,286,0,5,AllPub,75000
8402,1120,1120,0,0,5,AllPub,147000
9100,864,864,624,0,5,AllPub,129900
5381,1306,1306,624,0,5,AllPub,196000
10800,686,1652,416,0,6,AllPub,139000
9100,1212,1212,573,0,5,AllPub,178000
6292,861,1477,216,0,7,AllPub,145000
11584,539,1725,550,0,6,AllPub,197000
14054,879,1863,660,0,5,AllPub,219210
21872,729,1446,406,0,5,AllPub,175000
10335,1490,1501,577,0,5,AllPub,204000
12803,1494,1494,530,0,5,AllPub,221000
15138,1462,2794,810,0,5,AllPub,403000
10083,1176,1200,555,0,5,AllPub,184900
12000,704,1564,234,0,7,AllPub,174500
11616,1092,1092,288,0,5,AllPub,139000
6000,1008,1522,0,0,5,AllPub,102000
9505,884,2035,434,0,5,AllPub,222500
13173,1652,1652,840,0,5,AllPub,325000
6130,784,784,0,0,6,AllPub,109500
7931,1269,1269,308,0,6,AllPub,155000
7064,980,980,484,0,6,AllPub,135000
12342,861,861,539,0,5,AllPub,82500
17503,912,1458,330,0,5,AllPub,97500
9230,864,1200,884,0,8,AllPub,146000
7200,788,804,240,0,7,AllPub,119000
10800,1200,1200,0,0,5,AllPub,179000
53227,1364,1663,529,0,6,AllPub,256000
5720,676,1131,200,0,6,AllPub,66500
7018,1086,1224,528,0,5,AllPub,153337
7150,892,892,288,0,5,AllPub,100000
11040,1258,1258,528,0,7,AllPub,145000
1953,483,987,264,0,5,AllPub,83000
6000,884,904,180,0,7,AllPub,119000
16659,795,2263,539,0,7,AllPub,235000
8400,721,841,294,0,4,AllPub,82000
9453,996,1744,457,0,7,AllPub,194500
8760,1391,1962,868,0,5,AllPub,239799
6240,780,1208,539,0,5,AllPub,103000
9098,528,605,0,0,7,AllPub,86000
9250,1056,1056,260,0,7,AllPub,139400
8500,649,1317,250,0,4,AllPub,40000
12108,1440,1440,0,0,4,AllPub,118000
8640,756,1547,614,0,5,AllPub,215200
17871,1680,1724,480,0,5,AllPub,197900
5400,1073,1073,326,0,6,AllPub,108480
26178,1210,2519,628,0,5,AllPub,335000
10846,1719,1719,473,0,5,AllPub,324000
13891,2076,2076,850,0,5,AllPub,465000
5330,1494,1652,499,0,5,AllPub,251000
8125,813,1665,562,0,6,AllPub,205950
9600,856,1668,271,0,8,AllPub,140000
8160,756,1134,240,0,6,AllPub,126000
9000,784,784,360,0,3,AllPub,76000
3982,1520,1567,648,0,5,AllPub,264561
15660,798,1954,431,0,9,AllPub,311500
13650,1052,1920,451,0,5,AllPub,172500
8795,952,2256,554,0,5,AllPub,236000
1596,462,988,297,0,5,AllPub,91000
12665,1094,2482,642,0,5,AllPub,281213
13478,1722,2296,842,0,5,AllPub,451950
11235,1051,1382,459,0,5,AllPub,148000
12376,1673,3222,594,0,5,AllPub,320000
5600,0,1092,0,0,5,AllPub,55000
9450,894,894,400,0,5,AllPub,110000
6155,611,1362,502,0,8,AllPub,128000
3013,1362,1506,440,0,5,AllPub,213490
8814,1274,1274,508,0,5,AllPub,203000
8877,816,816,288,0,6,AllPub,100000
1491,630,630,0,0,6,AllPub,75500
10159,1930,1940,606,0,5,AllPub,395192
7590,660,1348,453,0,5,AllPub,155000
10800,1120,1130,720,0,6,AllPub,120000
5664,1501,1659,499,0,5,AllPub,278000
10463,893,1801,800,0,5,AllPub,239900
10800,656,968,216,0,6,AllPub,64500
18030,1598,3086,0,0,6,AllPub,200500
9765,680,1470,420,0,8,AllPub,185000
10625,458,835,366,0,5,AllPub,83000
9350,1302,1302,309,0,7,AllPub,158000
7244,768,768,624,0,7,AllPub,129500
19378,1392,2462,576,0,5,AllPub,320000
10420,1212,1212,460,0,5,AllPub,186000
11838,1753,1788,522,0,5,AllPub,236500
9353,864,864,280,0,5,AllPub,116050
115149,1643,1824,739,0,5,AllPub,302000
10264,1588,1588,472,0,5,AllPub,214000
8800,936,1054,480,0,7,AllPub,137500
9550,756,1717,642,0,5,AllPub,140000
10400,866,1779,546,0,5,AllPub,197900
4590,1554,1554,627,0,5,AllPub,209500
9600,689,1378,360,0,9,AllPub,161000
9900,832,1978,486,0,5,AllPub,176000
7945,1150,1150,300,0,6,AllPub,141000
11000,1154,1154,480,0,6,AllPub,154000
10141,832,1718,427,0,5,AllPub,185000
9600,728,1308,256,0,7,AllPub,160000
7227,832,832,528,0,6,AllPub,105500
14948,1452,2713,858,0,5,AllPub,446261
9130,800,1632,484,0,8,AllPub,173000
8926,672,960,288,0,3,AllPub,112000
9200,1470,2630,696,0,5,AllPub,315000
10570,853,2727,440,0,8,AllPub,315000
2117,756,1512,440,0,5,AllPub,168500
13006,964,2236,642,0,5,AllPub,222000
2665,264,1304,336,0,6,AllPub,115000
8846,750,1500,564,0,5,AllPub,173900
13284,1383,1383,354,0,5,AllPub,165000
8471,506,1212,492,0,7,AllPub,151000
1680,630,1302,264,0,7,AllPub,119500
13450,916,1861,492,0,5,AllPub,200000
7875,1237,1253,402,0,5,AllPub,176000
12800,1518,1644,569,0,5,AllPub,275000
9337,824,1786,684,0,5,AllPub,204750
11443,1868,2028,880,0,5,AllPub,369900
8724,894,894,450,0,5,AllPub,129000
14601,1838,1838,765,0,5,AllPub,315000
14536,1616,1629,808,0,5,AllPub,270000
11200,1040,1040,384,0,5,AllPub,129500
13693,2153,2643,694,0,5,AllPub,380000
9100,742,935,308,0,6,AllPub,79500
6000,672,1324,240,0,6,AllPub,128000
8199,728,1456,410,0,5,AllPub,189000
9490,806,1578,240,0,7,AllPub,133000
10452,1094,1094,495,0,5,AllPub,155000
16196,1482,1494,514,0,5,AllPub,215000
10106,644,1355,0,0,7,AllPub,127500
24682,841,1675,502,0,5,AllPub,181000
8755,992,2060,390,0,5,AllPub,214000
8176,1056,1056,308,0,6,AllPub,139000
9037,1476,1484,472,0,5,AllPub,265900
5586,901,1198,0,0,7,AllPub,79900
14778,1296,1640,924,0,7,AllPub,224000
9100,1860,1836,484,0,5,AllPub,216837
12919,2330,2364,820,0,5,AllPub,611657
10832,712,1895,409,0,5,AllPub,194500
12224,992,2054,390,0,5,AllPub,244000
10200,1461,1509,600,0,5,AllPub,175000
8741,735,1487,220,0,4,AllPub,113000
8633,738,1476,540,0,5,AllPub,173500
9600,1416,1644,418,0,5,AllPub,167000
3182,1373,1555,430,0,5,AllPub,192500
8791,864,1728,673,0,5,AllPub,207500
11625,1039,1039,504,0,4,AllPub,131500
7540,888,912,470,0,6,AllPub,156000
9541,1502,1502,644,0,5,AllPub,233170
7200,1208,1904,240,0,4,AllPub,138000
1300,561,1229,462,0,6,AllPub,124000
7259,1028,2320,180,0,8,AllPub,259500
8400,814,913,240,0,5,AllPub,129000
9945,988,988,572,0,5,AllPub,128500
13518,1926,3140,820,0,5,AllPub,485000
16259,1249,2596,840,0,5,AllPub,342643
9375,1284,2169,647,0,5,AllPub,228500
34650,1056,1056,572,0,5,AllPub,145000
9042,943,1638,472,0,5,AllPub,192000
9735,384,1394,400,0,5,AllPub,167500
8248,864,864,0,0,3,AllPub,67000
9675,1113,1971,689,0,5,AllPub,253000
7590,864,1812,264,0,5,AllPub,169500
6240,896,1344,240,0,4,AllPub,115000
10448,689,2119,583,0,6,AllPub,158000
13891,1710,1710,866,0,5,AllPub,372402
3230,729,1458,440,0,5,AllPub,176000
3180,600,1200,480,0,5,AllPub,151000
1869,483,987,280,0,6,AllPub,106000
6000,936,936,576,0,4,AllPub,93000
5925,600,968,0,0,6,AllPub,37900
28698,1013,2126,538,0,5,AllPub,185000
10007,1053,1053,312,0,7,AllPub,145500
8536,1125,1125,430,0,5,AllPub,155000
8000,972,972,240,0,6,AllPub,132000
11160,2110,2110,522,0,5,AllPub,244000
9303,872,1756,422,0,5,AllPub,204000
4400,648,1118,440,0,8,AllPub,116000
11409,768,1716,281,0,4,AllPub,131000
12209,804,1961,560,0,5,AllPub,215000
10316,992,1865,839,0,5,AllPub,235000
40094,3138,4676,884,0,5,AllPub,184750
13132,747,1784,180,0,5,AllPub,138887
10400,1845,1872,604,0,5,AllPub,241500
16157,1360,1432,588,0,7,AllPub,194000
11249,1200,1200,521,0,5,AllPub,177500
10246,648,960,364,0,9,AllPub,145000
31770,1080,1656,528,0,5,AllPub,215000
6600,894,894,308,0,5,AllPub,109500
20781,1568,2156,508,0,7,AllPub,262500
11900,1386,1411,544,0,5,AllPub,82500
7742,955,955,386,0,7,AllPub,127000
5063,1314,1314,626,0,5,AllPub,207500
18450,1021,2380,596,0,5,AllPub,129000
9650,1350,1334,630,0,5,AllPub,167900
11851,1424,1442,500,0,5,AllPub,180500
6305,920,954,240,0,7,AllPub,119750
9790,1328,1328,528,0,5,AllPub,143000
8520,910,1385,720,0,4,AllPub,166000
6060,732,1123,264,0,5,AllPub,100000
12244,1482,2262,749,0,5,AllPub,305000
22420,1370,2624,864,0,6,AllPub,239000
9600,1164,1164,528,0,5,AllPub,140000
10150,912,912,275,0,5,AllPub,114500
8450,1436,1436,484,0,5,AllPub,210000
12474,1682,2332,846,0,5,AllPub,426000
9206,741,1732,476,0,5,AllPub,178000
9764,894,894,450,0,7,AllPub,130000
7800,793,1118,410,0,7,AllPub,119900
11839,1475,2329,514,0,5,AllPub,262280
3500,720,1284,240,0,7,AllPub,110000
7050,1057,1929,650,0,5,AllPub,226000
23257,868,2021,422,0,5,AllPub,274725
5520,755,2229,0,0,6,AllPub,104000
10382,588,1095,264,0,5,AllPub,140000
2268,764,1626,474,0,5,AllPub,173000
8410,658,1184,0,0,3,AllPub,81000
7264,952,1548,672,0,7,AllPub,205000
4280,440,694,352,0,6,AllPub,90350
7658,1752,1752,576,0,5,AllPub,319900
10552,1398,1700,447,0,5,AllPub,165500
5900,440,869,0,0,7,AllPub,85500
10900,689,1392,299,0,7,AllPub,161750
15384,788,1490,388,0,5,AllPub,184000
8877,836,1220,396,0,5,AllPub,102000
10712,974,974,0,0,5,AllPub,93500
3010,1248,1248,438,0,5,AllPub,167240
7313,1561,1561,556,0,5,AllPub,277500
10000,1588,1588,825,0,5,AllPub,227000
6993,912,1236,288,0,7,AllPub,135000
3182,1346,1504,437,0,5,AllPub,191000
15306,1732,1776,712,0,5,AllPub,283463
8125,1408,1679,575,0,5,AllPub,193500
9571,1144,1144,596,0,6,AllPub,129000
11600,1105,2274,480,0,5,AllPub,154300
11198,1122,2504,656,0,5,AllPub,325000
5271,1453,1453,445,0,5,AllPub,190000
11075,952,2112,576,0,5,AllPub,206900
11767,560,1346,384,0,7,AllPub,112000
10542,1311,2418,983,0,5,AllPub,341000
9600,728,1641,546,0,7,AllPub,178000
11880,1271,1601,478,0,5,AllPub,157000
8125,770,1576,614,0,5,AllPub,197000
1950,716,1556,452,0,6,AllPub,151000
8777,1272,2200,0,0,7,AllPub,145900
11120,1232,1232,516,0,6,AllPub,162500
8562,1216,1526,364,0,6,AllPub,144500
12692,3200,3228,546,0,5,AllPub,430000
9803,866,1768,603,0,5,AllPub,226700
8450,894,894,336,0,8,AllPub,138500
6858,806,1647,216,0,4,AllPub,128000
16669,1686,1707,511,0,6,AllPub,228000
14684,2158,2196,701,0,7,AllPub,271900
13005,845,2353,484,0,7,AllPub,260000
10530,981,981,576,0,5,AllPub,143250
7560,1040,1040,286,0,5,AllPub,133700
7200,1262,1262,572,0,5,AllPub,185000
21453,938,988,540,0,5,AllPub,180000
8472,816,816,516,0,5,AllPub,110000
9549,1494,1494,481,0,5,AllPub,270000
10920,1253,1253,352,0,5,AllPub,157000
12461,1624,1624,757,0,5,AllPub,262000
8773,916,1600,460,0,5,AllPub,169000
11500,1017,2057,180,0,7,AllPub,250000
14572,1530,1530,630,0,5,AllPub,259000
12150,1050,1795,352,0,5,AllPub,131500
16545,1284,2450,1069,0,5,AllPub,340000
8750,915,1908,493,0,5,AllPub,210000
4251,625,1250,528,0,5,AllPub,164700
12243,1484,1484,487,0,6,AllPub,175000
10240,1030,2098,878,0,5,AllPub,275500
3684,1373,1555,660,0,5,AllPub,174000
4403,1470,1478,484,0,5,AllPub,222000
20544,791,2093,542,0,6,AllPub,215000
4058,723,767,367,0,5,AllPub,133000
10998,984,1604,660,0,5,AllPub,117000
9591,1713,1713,856,0,5,AllPub,274900
9320,950,1225,0,0,5,AllPub,128950
9179,873,1790,588,0,5,AllPub,193000
3182,600,1200,480,0,5,AllPub,151000
14006,936,1776,474,0,5,AllPub,192500
9920,1056,1063,280,0,5,AllPub,128000
7056,780,1796,483,0,5,AllPub,140000
15870,1096,1096,299,0,5,AllPub,138800
14200,924,2157,487,0,6,AllPub,226000
7200,596,1762,576,0,7,AllPub,157000
8125,858,858,0,0,4,AllPub,88000
9000,780,1375,544,0,6,AllPub,141000
9760,822,1851,440,0,8,AllPub,187000
14112,1152,1152,484,0,7,AllPub,180500
2645,776,1441,492,0,5,AllPub,174000
16560,952,2345,360,0,8,AllPub,239000
9060,560,1258,280,0,5,AllPub,105000
5389,1595,1616,608,0,5,AllPub,236500
7032,943,943,600,0,5,AllPub,135960
9350,1219,1265,502,0,8,AllPub,179900
8990,1498,1498,675,0,5,AllPub,204900
17104,654,1496,426,0,5,AllPub,179665
8212,864,864,200,0,3,AllPub,58500
20896,2077,2097,1134,0,5,AllPub,423000
2280,744,1501,440,0,5,AllPub,179400
21286,720,1271,312,0,5,AllPub,135000
8235,825,825,720,0,7,AllPub,125000
14781,1753,1787,748,0,5,AllPub,275000
9588,1482,2574,868,0,5,AllPub,276000
11526,588,2555,672,0,7,AllPub,191000
8854,952,952,192,0,6,AllPub,121000
3180,600,1200,480,0,5,AllPub,144152
9638,804,2447,336,0,7,AllPub,169000
4274,1241,1241,569,0,5,AllPub,199900
4435,848,848,420,0,5,AllPub,136500
11287,807,1982,575,0,6,AllPub,228500
3675,547,1072,525,0,5,AllPub,140000
6853,1267,1296,471,0,5,AllPub,220000
5684,813,813,270,0,8,AllPub,110000
8777,0,1126,520,0,5,AllPub,108000
3950,818,1224,210,0,8,AllPub,115000
14850,1092,1092,299,0,5,AllPub,141000
11670,1905,1905,788,0,5,AllPub,320000
10500,864,864,0,0,5,AllPub,115000
8158,884,1768,543,0,5,AllPub,224900
9500,816,1977,540,0,6,AllPub,165000
6930,1062,1352,288,0,4,AllPub,130000
4500,1224,1224,402,0,5,AllPub,165000
3635,1386,1569,660,0,5,AllPub,175900
8765,951,951,327,0,6,AllPub,106500
7252,858,858,576,0,5,AllPub,134900
2887,1291,1291,431,0,5,AllPub,173000
13700,864,1820,492,0,6,AllPub,201800
8688,1616,1616,834,0,5,AllPub,232000
9317,1314,1314,440,0,5,AllPub,176432
7800,1268,1268,244,0,6,AllPub,132000
9286,1268,1268,252,0,7,AllPub,143500
10594,768,789,200,0,5,AllPub,96500
12095,1127,1445,645,0,6,AllPub,158000
14585,1144,1429,572,0,6,AllPub,181900
15576,840,1680,308,0,7,AllPub,177000
16692,1392,2784,564,519,5,AllPub,250000
12122,944,999,588,0,9,AllPub,178400
5310,485,1635,255,0,8,AllPub,117000
8973,1008,1053,750,0,7,AllPub,150000
10140,1064,1350,478,0,5,AllPub,165000
7800,912,912,288,0,5,AllPub,115000
8930,0,1902,539,0,5,AllPub,112000
8445,768,768,396,0,7,AllPub,133000
9760,780,1611,442,0,6,AllPub,167900
10880,1164,1164,240,0,5,AllPub,125000
1680,672,1218,264,0,7,AllPub,118000
3735,691,1452,506,0,5,AllPub,183900
9170,1214,1214,461,0,7,AllPub,140000
9600,1095,1774,779,0,2,AllPub,87000
8461,728,1456,390,0,5,AllPub,163990
7000,617,1310,398,0,6,AllPub,112000
2448,764,1626,474,0,5,AllPub,154000
10400,1304,1682,530,0,6,AllPub,174000
9750,1054,1054,460,0,8,AllPub,151000
5400,691,691,216,0,6,AllPub,86000
5000,1004,1664,420,0,7,AllPub,159000
9000,1566,1566,750,0,5,AllPub,262500
9986,1795,1795,895,0,5,AllPub,147000
6897,1040,1040,260,0,8,AllPub,127000
10355,1214,1214,318,0,5,AllPub,143000
4435,848,848,420,0,5,AllPub,155900
15863,824,3082,672,0,3,AllPub,197000
9750,980,980,384,0,5,AllPub,135500
12984,1430,1647,621,0,6,AllPub,217500
5105,551,1102,480,0,5,AllPub,148800
9247,858,1716,490,0,6,AllPub,171000
5500,926,1316,484,0,7,AllPub,130000
7917,953,1647,460,0,5,AllPub,175000
7200,1293,1301,572,0,5,AllPub,187750
8012,1575,1575,529,0,5,AllPub,179200
7804,1122,1981,576,0,3,AllPub,135000
10800,796,1466,566,0,8,AllPub,170000
14963,1260,1288,500,0,5,AllPub,245500
11782,1109,1155,576,0,7,AllPub,148000
7758,999,999,264,0,7,AllPub,132500
11777,1164,1320,564,0,6,AllPub,164500
8521,912,912,336,0,5,AllPub,125000
6120,715,875,180,0,7,AllPub,105000
9600,264,1432,360,0,7,AllPub,132000
8072,990,990,480,0,5,AllPub,138000
11344,874,1524,315,0,5,AllPub,144000
14000,1092,1152,300,0,8,AllPub,158500
12438,1234,2576,666,0,5,AllPub,361919
8000,773,1658,431,0,5,AllPub,188000
11846,1792,1792,874,0,5,AllPub,374000
7500,994,1804,442,0,5,AllPub,189000
9600,1113,1113,264,0,7,AllPub,147000
21750,988,988,520,0,5,AllPub,113000
7500,698,1128,528,0,4,AllPub,68400
3196,1273,1456,400,0,5,AllPub,215000
13526,935,935,288,0,6,AllPub,137000
13500,1237,2775,880,0,9,AllPub,325000
3964,942,2521,576,0,4,AllPub,151400
2628,764,1626,474,0,5,AllPub,175500
4800,1196,1196,440,0,7,AllPub,109900
13125,1104,2127,833,0,5,AllPub,238000
6324,520,520,240,0,6,AllPub,68500
15611,1126,1126,540,0,6,AllPub,175000
9808,1573,1573,544,0,5,AllPub,227000
23595,1332,1524,586,0,6,AllPub,260000
8172,941,1470,548,0,6,AllPub,135000
8366,798,1640,520,0,5,AllPub,173000
14598,894,1933,668,0,5,AllPub,214000
9858,864,874,288,0,6,AllPub,130000
8712,859,1178,384,0,7,AllPub,102776
13125,1134,1803,484,0,4,AllPub,155000
8520,624,720,484,0,8,AllPub,105900
7153,1278,1294,496,0,5,AllPub,179200
8294,858,872,480,0,5,AllPub,123000
1526,630,630,286,0,8,AllPub,86000
10991,1571,1571,722,0,5,AllPub,239000
10665,1453,1479,558,0,5,AllPub,226000
2280,855,1456,440,0,6,AllPub,148500
6951,876,923,264,0,5,AllPub,119500
16737,1980,1980,770,0,5,AllPub,315000
11999,1181,2374,656,0,5,AllPub,285000
9520,1638,1646,800,0,5,AllPub,293077
10012,1138,1181,588,0,5,AllPub,137500
12274,1417,1428,554,0,5,AllPub,227680
9600,1050,1050,338,0,6,AllPub,128900
8197,660,1285,528,0,5,AllPub,143500
9000,768,1590,676,0,5,AllPub,210000
4060,864,864,0,0,8,AllPub,99900
3182,1145,1145,397,0,5,AllPub,160200
8834,1462,2224,738,0,5,AllPub,350000
10125,1196,1279,473,0,6,AllPub,171500
10482,588,1138,264,0,8,AllPub,145000
9938,1050,1949,574,0,5,AllPub,236000
18800,796,1574,566,0,5,AllPub,190000
8400,720,2192,240,0,8,AllPub,179500
8544,0,1040,400,0,4,AllPub,87500
7837,799,1571,380,0,7,AllPub,178000
11345,928,1920,400,0,5,AllPub,137000
10400,1090,1370,479,0,5,AllPub,152000
14115,1073,1811,470,0,7,AllPub,230000
21930,732,1838,372,0,5,AllPub,192140
1680,630,1302,280,0,5,AllPub,112000
5100,588,1666,228,0,7,AllPub,161000
7500,1080,1080,0,0,5,AllPub,141000
21000,1809,2259,450,0,5,AllPub,217000
11796,847,1959,434,0,5,AllPub,215000
12798,616,1688,603,0,5,AllPub,200000
8172,864,864,572,0,7,AllPub,115000
10440,440,1230,440,0,6,AllPub,110000
6380,993,1048,280,0,6,AllPub,113000
11194,1406,1936,504,0,5,AllPub,230500
8064,672,924,576,0,7,AllPub,122900
12822,1434,2149,670,0,5,AllPub,239686
2280,855,1456,440,0,5,AllPub,146000
7917,1143,1113,504,0,7,AllPub,148000
7406,1199,1220,632,0,5,AllPub,194000
11924,1175,2324,736,0,5,AllPub,345000
8400,1319,1537,462,0,9,AllPub,174000
9572,1453,2810,750,0,5,AllPub,302000
13265,1568,1689,857,0,5,AllPub,271000
10200,1086,1086,490,0,7,AllPub,144900
3072,1375,1414,398,0,5,AllPub,178740
8400,940,1595,240,0,5,AllPub,140000
17542,1192,2167,518,0,7,AllPub,294000
10728,1095,1939,1053,0,5,AllPub,266000
6000,960,960,308,0,4,AllPub,108500
14364,1157,2062,454,0,5,AllPub,277000
12182,1541,1541,532,0,5,AllPub,220000
11248,1626,1668,702,0,5,AllPub,285000
6270,1001,2002,871,0,6,AllPub,145000
9120,901,1876,540,0,6,AllPub,185000
5000,1026,1691,308,0,6,AllPub,127000
7922,1057,1057,246,0,7,AllPub,109000
7438,504,1252,576,0,8,AllPub,127000
11841,816,816,0,0,5,AllPub,118500
6120,768,1015,450,0,7,AllPub,88000
11040,637,1336,570,0,6,AllPub,108000
8769,1702,1702,1052,0,5,AllPub,367294
7200,0,1040,420,0,5,AllPub,109900
10628,1277,1277,526,0,5,AllPub,167000
17600,1478,1478,498,0,5,AllPub,157500
6960,864,864,660,0,6,AllPub,120500
4118,693,693,0,0,4,AllPub,52500
6420,980,1148,308,0,7,AllPub,123500
13517,725,1479,475,0,8,AllPub,130500
11700,708,1416,776,0,6,AllPub,179900
10000,1176,1178,439,0,6,AllPub,157000
7577,1362,1362,460,0,5,AllPub,194700
6627,0,720,287,0,6,AllPub,72500
2651,673,1382,490,0,5,AllPub,165000
12900,1198,1258,400,0,4,AllPub,108959
7711,1440,1440,0,0,3,AllPub,150000
9158,1496,1496,474,0,5,AllPub,225000
17920,1763,1779,454,0,4,AllPub,170000
6240,1078,1573,360,0,7,AllPub,162900
8780,833,833,0,0,5,AllPub,112000
10386,2000,2000,888,0,5,AllPub,305900
12257,1318,2531,752,0,5,AllPub,290000
15611,1079,1919,685,0,5,AllPub,233230
12589,742,1484,390,0,5,AllPub,174000
5587,1600,1652,482,0,5,AllPub,392500
5000,0,334,0,0,3,AllPub,39300
9587,856,1166,400,0,5,AllPub,190000
10125,0,1734,539,0,5,AllPub,126000
159000,1444,2144,389,0,7,AllPub,277000
13695,1114,1114,576,0,5,AllPub,155000
14154,1063,2172,947,0,5,AllPub,280000
10500,864,864,576,0,6,AllPub,97000
8280,932,932,306,0,5,AllPub,124000
5825,600,747,528,0,5,AllPub,79900
9600,2524,2524,542,0,5,AllPub,278000
8899,1340,1340,396,0,5,AllPub,181134
10659,1050,1050,368,0,6,AllPub,136500
9548,941,1829,613,0,6,AllPub,237000
12936,723,1395,497,0,6,AllPub,162000
10000,864,1144,264,0,6,AllPub,131400
6240,816,1176,528,0,6,AllPub,114500
15602,1501,1801,484,0,8,AllPub,289000
6600,816,816,264,0,9,AllPub,130500
9364,663,1352,299,0,7,AllPub,158000
8450,1056,1056,304,0,6,AllPub,142000
7018,0,1535,410,0,5,AllPub,118964
6780,520,754,0,0,8,AllPub,84500
8816,1010,1052,440,0,7,AllPub,155000
18000,894,894,1248,0,4,AllPub,81000
7094,894,894,384,0,5,AllPub,125000
9492,768,1376,240,0,5,AllPub,105000
22950,1107,3608,840,0,9,AllPub,475000
11308,1104,2184,836,0,5,AllPub,335000
7200,0,1040,625,0,7,AllPub,109500
11457,1392,1412,576,0,5,AllPub,175000
7000,1117,1347,0,0,7,AllPub,107500
10839,926,1604,470,0,5,AllPub,181000
3182,1256,1269,430,0,5,AllPub,192000
8900,1056,1056,384,0,4,AllPub,107000
16285,1413,1430,605,0,5,AllPub,187100
1680,483,987,264,0,8,AllPub,118000
8400,290,438,246,0,5,AllPub,60000
11170,1216,2514,693,0,5,AllPub,250000
9600,1262,1262,460,0,8,AllPub,181500
9120,1026,1820,240,0,6,AllPub,184000
11029,1054,2654,619,0,7,AllPub,250000
15523,864,864,338,0,6,AllPub,133500
6000,862,1158,208,0,7,AllPub,120000
8125,1654,1654,900,0,5,AllPub,230000
8740,840,860,528,0,6,AllPub,137000
12144,832,1268,288,0,7,AllPub,133000
9375,912,2094,615,0,5,AllPub,263000
11600,700,1180,252,0,5,AllPub,137500
10762,978,1983,490,0,5,AllPub,225000
9317,740,1775,425,0,5,AllPub,213000
10400,732,1790,484,0,5,AllPub,165150
9100,864,864,300,0,6,AllPub,127500
4920,1338,1338,582,0,5,AllPub,213500
3363,976,1708,380,0,5,AllPub,130000
11228,1080,2097,678,0,5,AllPub,228000
8658,1088,1324,440,0,5,AllPub,160000
12099,1136,2468,872,0,5,AllPub,354000
10171,1517,1535,532,0,5,AllPub,214000
7599,845,845,360,0,6,AllPub,129500
11764,1152,2270,671,0,7,AllPub,290000
9965,1264,2696,792,0,5,AllPub,383970
9236,1479,1494,576,0,5,AllPub,217000
9000,1006,1006,0,0,3,AllPub,80000
8250,952,1211,322,0,5,AllPub,134000
8400,810,1665,528,0,6,AllPub,227000
6173,876,902,288,0,6,AllPub,125500
16466,816,1393,300,0,7,AllPub,135500
9600,735,2058,396,0,5,AllPub,129500
3675,547,1072,525,0,5,AllPub,145000
9525,1099,1099,352,0,6,AllPub,144000
7200,876,988,276,0,7,AllPub,119000
11400,2633,2633,804,0,5,AllPub,466500
14803,2078,2084,1220,0,5,AllPub,385000
4282,1391,1391,530,0,5,AllPub,196000
12328,1012,1034,888,0,5,AllPub,169900
5232,680,764,504,0,5,AllPub,73000
16635,1602,1602,529,0,7,AllPub,215000
11694,1822,1828,774,0,5,AllPub,314813
3922,1258,1258,648,0,5,AllPub,172500
26142,1188,1188,312,0,7,AllPub,157900
13474,700,2243,746,0,5,AllPub,225000
12898,1620,1620,912,0,5,AllPub,315500
9066,1004,1852,660,0,5,AllPub,230000
9125,384,1482,392,0,5,AllPub,163900
14157,1922,1922,676,0,5,AllPub,377426
10635,1657,1668,502,0,5,AllPub,232000
16056,1992,2868,716,0,5,AllPub,556581
11988,715,1660,240,0,7,AllPub,188700
10300,576,1710,480,0,6,AllPub,140000
25095,1437,1473,452,0,8,AllPub,143000
9180,840,884,504,0,7,AllPub,144000
6442,1370,1370,484,0,5,AllPub,202500
14230,1566,1600,890,0,5,AllPub,256300
9069,936,996,564,0,6,AllPub,147000
5250,684,2358,0,0,5,AllPub,122000
7200,768,768,396,0,8,AllPub,133900
3842,1594,1646,482,0,5,AllPub,275000
7024,1090,1090,450,0,5,AllPub,157000
13400,1024,1086,484,0,5,AllPub,159950
6600,994,2372,432,0,4,AllPub,107500
7920,319,1406,0,0,7,AllPub,89500
10768,1437,1437,528,0,8,AllPub,218000
6820,1488,1502,528,0,5,AllPub,212000
35133,1572,1572,995,0,4,AllPub,186700
10970,940,1026,576,0,6,AllPub,147000
16770,1195,1839,486,0,5,AllPub,221000
11645,1734,1734,660,0,5,AllPub,260000
10480,1064,1639,240,0,5,AllPub,115000
8500,793,1517,0,0,7,AllPub,115000
17400,1126,1126,484,0,5,AllPub,160000
7200,1022,1022,280,0,4,AllPub,85000
12513,715,1738,368,0,4,AllPub,104900
8335,0,1124,0,0,5,AllPub,93000
12155,672,1482,400,0,8,AllPub,140000
12537,1078,1078,500,0,6,AllPub,149900
10778,1768,1768,0,0,5,AllPub,136500
7585,810,1456,280,0,3,AllPub,91500
5362,661,1250,552,0,6,AllPub,139000
12160,1505,1505,505,0,4,AllPub,149500
12203,1225,2612,676,0,5,AllPub,336000
10226,1622,1630,860,0,5,AllPub,295493
8773,1414,1414,494,0,5,AllPub,185500
9830,1063,1287,576,0,7,AllPub,162000
4671,1228,1228,472,0,5,AllPub,189000
10656,1638,1646,870,0,5,AllPub,248900
7415,839,1593,398,0,5,AllPub,193000
3000,612,1224,528,0,5,AllPub,173733
14892,1746,1746,758,0,5,AllPub,377500
